description|Category|Subcategory|YAML Name|collector|Profiles|path|exclude_file_system|name_pattern|command|supported_os|max_depth|output_file|exclude_nologin_users|file_type|path_pattern|ignore_date_range|max_file_size|exclude_name_pattern|permissions|is_file_list|loop_command|output_directory|stderr_output_file|compress_output_file|exclude_path_pattern
Get a list of interfaces of a running domain along with their IP and MAC addresses.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh domifaddr %line%|['linux']||virsh_domifaddr_%line%.txt|||||||||virsh list --all --name||||
Returns basic information about the domain.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh dominfo %line%|['linux']||virsh_dominfo_%line%.txt|||||||||virsh list --all --name||||
Get memory stats for a running domain.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh dommemstat %line%|['linux']||virsh_dommemstat_%line%.txt|||||||||virsh list --all --name||||
List all of the available snapshots for the given domain, defaulting to show columns for the snapshot name, creation time, and domain state.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh snapshot-list %line%|['linux']||virsh_snapshot-list_%line%.txt|||||||||virsh list --all --name||||
Returns basic information about the domain virtual CPUs, like the number of vCPUs, the running time, the affinity to physical processors.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh vcpuinfo %line%|['linux']||virsh_vcpuinfo_%line%.txt|||||||||virsh list --all --name||||
Returns the list of active and inactive networks.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh net-list --all|['linux']||virsh_net_list_--all.txt|||||||||||||
Returns basic information about the network object.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh net-info %line%|['linux']||virsh_net-info_%line%.txt|||||||||virsh net-list --all --name||||
Get a list of dhcp leases for all network interfaces connected to the given virtual network or limited output just for one interface if mac is specified.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh net-dhcp-leases %line%|['linux']||virsh_net-dhcp-leases_%line%.txt|||||||||virsh net-list --all --name||||
Returns basic information about the node, like number and type of CPU, and size of the physical memory.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh nodeinfo|['linux']||virsh_nodeinfo.txt|||||||||||||
List active and inactive pool objects known to libvirt.|live_response|vms|virsh.yaml|command|full.yaml, ir_triage.yaml||||virsh pool-list --all|['linux']||virsh_pool-list_--all.txt|||||||||||||
top-like utility for virtualization stats.|live_response|vms|virt-top.yaml|command|full.yaml, ir_triage.yaml||||virt-top -n 1|['linux']||virt-top_-n_1.txt|||||||||||||
List all registered VMs.|live_response|vms|virtualbox.yaml|command|full.yaml, ir_triage.yaml||||VBoxManage list vms|['linux', 'macos', 'solaris']||VBoxManage_list_vms.txt|||||||||||||
List all running VMs.|live_response|vms|virtualbox.yaml|command|full.yaml, ir_triage.yaml||||VBoxManage list runningvms|['linux', 'macos', 'solaris']||VBoxManage_list_runningvms.txt|||||||||||||
List all running VMs.|live_response|vms|virtualbox.yaml|command|full.yaml, ir_triage.yaml||||VBoxManage showvminfo %line%|['linux', 'macos', 'solaris']||VBoxManage_showvminfo_%line%.txt|||||||||"VBoxManage list vms | sed -e 's:.*{::' -e 's:}::'"||||
List registered VMs.|live_response|vms|vm-support.yaml|command|full.yaml, ir_triage.yaml||||vm-support -V|['esxi']||vm-support_-V.txt|||||||||||||
Capture a memory image.|memory_dump||avml.yaml|command|||||avml %output_file%|['linux']||avml.raw|||||||||||||
Dump process memory sections and strings.|memory_dump||process_memory_sections_strings.yaml|command|||||linux_procmemdump.sh -u -b -d %output_file%|['linux']||proc|||||||||||linux_procmemdump.txt.stderr||
Dump strings from the memory space of running processes.|memory_dump||process_memory_strings.yaml|command|||||linux_procmemdump.sh -s -d %output_file%|['linux']||proc|||||||||||linux_procmemdump.txt.stderr||
